auc_all_frames_propagated,class,n_frames_decoded,n_positive_frames,n_spans,per_frame_csv,retention_pct,video_name
,Normal,1245,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_915_x264.csv,10.441767068273093,Normal_Videos_915_x264.mp4
,Normal,18224,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_923_x264.csv,10.403863037752414,Normal_Videos_923_x264.mp4
,Normal,107997,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_924_x264.csv,10.401214848560608,Normal_Videos_924_x264.mp4
,Normal,7726,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_925_x264.csv,10.432306497540772,Normal_Videos_925_x264.mp4
,Normal,1796,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_926_x264.csv,10.46770601336303,Normal_Videos_926_x264.mp4
,Normal,1633,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_927_x264.csv,10.471524800979791,Normal_Videos_927_x264.mp4
,Normal,918,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_928_x264.csv,10.457516339869281,Normal_Videos_928_x264.mp4
,Normal,924,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_929_x264.csv,10.497835497835498,Normal_Videos_929_x264.mp4
,Normal,3187,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_930_x264.csv,10.417320363978662,Normal_Videos_930_x264.mp4
,Normal,1765,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_931_x264.csv,10.48158640226629,Normal_Videos_931_x264.mp4
,Normal,1784,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_932_x264.csv,10.48206278026906,Normal_Videos_932_x264.mp4
,Normal,1771,0,0,tuning\ucfcrime_vad_exp1\per_frame_ground_truth_scores\Normal_Videos_933_x264.csv,10.446075663466967,Normal_Videos_933_x264.mp4
